Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Puntuacion(exceptional),Puntuacion(recommended),Puntuacion(meh),Puntuacion(skip)
PS4,2014,Shooter,0.47,0.8,0.03,0.24,1.55,4.19,34.1,54.94,8.67,2.3
XOne,2014,Shooter,0.34,0.28,0.0,0.06,0.68,4.19,34.1,54.94,8.67,2.3
PC,2014,Shooter,0.13,0.29,0.0,0.03,0.45,4.19,34.1,54.94,8.67,2.3
PS3,2014,Shooter,0.14,0.21,0.02,0.07,0.44,4.19,34.1,54.94,8.67,2.3
X360,2014,Shooter,0.18,0.17,0.0,0.03,0.38,4.19,34.1,54.94,8.67,2.3
X360,2010,Action,0.85,0.55,0.0,0.15,1.55,4.22,39.14,48.79,9.65,2.42
PS3,2010,Action,0.5,0.69,0.04,0.26,1.49,4.22,39.14,48.79,9.65,2.42
PC,2010,Action,0.17,0.17,0.0,0.05,0.4,4.22,39.14,48.79,9.65,2.42
PS2,2000,Role-Playing,0.83,0.44,0.08,0.19,1.54,3.87,20.75,52.83,22.64,3.77
PS4,2016,Platform,0.5,0.76,0.04,0.24,1.54,4.05,25.55,59.81,11.78,2.86
PS,1996,Shooter,0.85,0.58,0.0,0.1,1.54,3.79,11.76,61.76,23.53,2.94
PSV,2011,Shooter,0.53,0.66,0.13,0.22,1.53,3.81,17.01,56.85,21.07,5.08
PS3,2012,Sports,0.18,0.63,0.49,0.24,1.53,4.23,45.31,39.06,12.5,3.12
X360,2012,Sports,0.08,0.2,0.0,0.03,0.31,4.23,45.31,39.06,12.5,3.12
PSP,2012,Sports,0.0,0.07,0.18,0.03,0.27,4.23,45.31,39.06,12.5,3.12
3DS,2012,Sports,0.05,0.02,0.1,0.01,0.18,4.23,45.31,39.06,12.5,3.12
Wii,2012,Sports,0.0,0.03,0.06,0.0,0.09,4.23,45.31,39.06,12.5,3.12
PC,2012,Sports,0.0,0.07,0.0,0.01,0.08,4.23,45.31,39.06,12.5,3.12
GC,2003,Sports,1.09,0.15,0.25,0.04,1.53,4.09,54.55,18.18,18.18,9.09
Wii,2007,Action,0.67,0.43,0.29,0.14,1.52,3.25,4.35,39.13,44.93,11.59
WiiU,2014,Platform,0.7,0.55,0.16,0.12,1.52,4.32,47.14,40.95,10.48,1.43
PS3,2009,Fighting,0.92,0.4,0.0,0.2,1.52,3.95,16.39,68.85,11.48,3.28
X360,2009,Fighting,0.95,0.33,0.0,0.13,1.4,3.95,16.39,68.85,11.48,3.28
GC,2002,Puzzle,1.11,0.31,0.06,0.04,1.52,4.38,54.17,37.5,4.17,4.17
X360,2011,Shooter,0.94,0.44,0.0,0.13,1.51,4.36,47.98,44.73,5.04,2.25
PS3,2011,Shooter,0.73,0.48,0.0,0.21,1.42,4.36,47.98,44.73,5.04,2.25
PC,2011,Shooter,0.13,0.15,0.0,0.04,0.32,4.36,47.98,44.73,5.04,2.25
PS2,2007,Action,0.35,0.03,0.0,1.13,1.51,3.75,7.63,64.41,25.42,2.54
DS,2007,Action,0.56,0.77,0.0,0.17,1.51,3.75,7.63,64.41,25.42,2.54
PSP,2007,Action,0.24,0.54,0.0,0.3,1.07,3.75,7.63,64.41,25.42,2.54
X360,2007,Action,0.54,0.39,0.0,0.11,1.03,3.75,7.63,64.41,25.42,2.54
Wii,2007,Action,0.45,0.46,0.0,0.11,1.01,3.75,7.63,64.41,25.42,2.54
PS3,2007,Action,0.38,0.36,0.0,0.15,0.88,3.75,7.63,64.41,25.42,2.54
PC,2011,Sports,0.02,1.16,0.0,0.33,1.51,4.03,45.16,32.26,12.9,9.68
PSP,2011,Sports,0.0,0.09,0.0,0.04,0.13,4.03,45.16,32.26,12.9,9.68
PS3,2011,Role-Playing,0.6,0.47,0.21,0.23,1.51,4.19,39.07,46.36,11.92,2.65
PS2,2002,Shooter,0.49,0.78,0.0,0.23,1.5,3.47,6.45,53.55,30.32,9.68
NES,1985,Platform,0.46,0.1,0.92,0.02,1.5,3.86,14.85,60.4,22.77,1.98
X360,2010,Action,0.75,0.52,0.09,0.12,1.49,3.52,8.19,52.0,31.81,8.0
PS3,2010,Action,0.43,0.56,0.15,0.21,1.36,3.52,8.19,52.0,31.81,8.0
PC,2010,Action,0.1,0.02,0.0,0.01,0.14,3.52,8.19,52.0,31.81,8.0
N64,2000,Platform,0.82,0.36,0.25,0.06,1.49,4.01,33.06,46.28,14.88,5.79
PS2,2006,Shooter,0.47,0.37,0.52,0.12,1.48,3.41,4.88,46.34,41.46,7.32
NES,1990,Sports,0.28,0.5,0.65,0.05,1.48,4.0,30.3,51.52,12.12,6.06
PS3,2011,Shooter,0.64,0.57,0.05,0.22,1.48,4.02,20.17,68.07,8.4,3.36
XB,2004,Action,0.82,0.59,0.0,0.07,1.48,4.09,21.21,69.7,7.58,1.52
PS2,2004,Action,0.52,0.56,0.0,0.17,1.25,4.09,21.21,69.7,7.58,1.52
GC,2004,Action,0.06,0.02,0.0,0.0,0.08,4.09,21.21,69.7,7.58,1.52
GBA,2004,Action,0.05,0.02,0.0,0.0,0.06,4.09,21.21,69.7,7.58,1.52
X360,2012,Shooter,0.93,0.4,0.02,0.12,1.47,3.68,12.65,56.02,24.7,6.63
PS3,2012,Shooter,0.41,0.32,0.09,0.12,0.95,3.68,12.65,56.02,24.7,6.63
PC,2012,Shooter,0.05,0.1,0.0,0.02,0.17,3.68,12.65,56.02,24.7,6.63
GC,2001,Puzzle,0.95,0.37,0.1,0.04,1.46,4.39,42.86,53.57,3.57,20.44
2600,1981,Platform,1.36,0.08,0.0,0.02,1.46,3.74,11.43,58.29,26.86,3.43
X360,2008,Shooter,0.81,0.46,0.04,0.15,1.46,3.95,19.65,61.05,16.84,2.46
PS3,2008,Shooter,0.76,0.35,0.05,0.18,1.34,3.95,19.65,61.05,16.84,2.46
X360,2011,Shooter,0.83,0.48,0.02,0.12,1.45,2.95,3.53,29.71,45.81,20.94
PS3,2011,Shooter,0.32,0.39,0.04,0.15,0.9,2.95,3.53,29.71,45.81,20.94
PC,2011,Shooter,0.11,0.1,0.0,0.03,0.24,2.95,3.53,29.71,45.81,20.94
PS2,2004,Action,0.37,0.47,0.54,0.07,1.45,4.06,29.69,53.12,14.06,3.12
PS2,2004,Shooter,0.71,0.55,0.0,0.19,1.45,3.57,16.39,44.26,29.51,9.84
XB,2004,Shooter,0.4,0.12,0.0,0.02,0.55,3.57,16.39,44.26,29.51,9.84
X360,2010,Racing,0.92,0.39,0.0,0.12,1.43,2.33,15.511935483870968,22.22,33.33,44.44
PC,2011,Strategy,0.0,1.13,0.0,0.29,1.43,3.82,21.77,48.98,23.81,5.44
PC,2013,Simulation,0.48,0.77,0.0,0.17,1.42,3.61,14.86,44.59,33.78,6.76
GBA,2004,Action,0.89,0.22,0.22,0.1,1.42,4.4,51.71,42.06,3.74,2.49
SNES,1994,Action,0.57,0.12,0.71,0.02,1.42,4.36,62.01,24.01,7.92,6.07
PS3,2013,Action,0.45,0.37,0.44,0.16,1.42,4.23,42.96,43.49,10.25,3.3
X360,2013,Action,0.3,0.14,0.0,0.04,0.48,4.23,42.96,43.49,10.25,3.3
Wii,2006,Misc,1.22,0.06,0.02,0.11,1.42,3.61,9.94,55.8,27.07,7.18
PC,2006,Misc,0.0,0.01,0.0,0.0,0.01,3.61,9.94,55.8,27.07,7.18
PS3,2010,Fighting,0.8,0.4,0.02,0.18,1.41,3.24,10.0,44.0,26.0,20.0
X360,2010,Fighting,0.9,0.31,0.0,0.11,1.32,3.24,10.0,44.0,26.0,20.0
PSP,2010,Fighting,0.11,0.06,0.0,0.04,0.21,3.24,10.0,44.0,26.0,20.0
PS3,2012,Action,0.48,0.62,0.06,0.26,1.41,3.06,3.93,32.58,46.07,17.42
X360,2012,Action,0.59,0.45,0.01,0.1,1.15,3.06,3.93,32.58,46.07,17.42
PC,2012,Action,0.14,0.15,0.0,0.04,0.33,3.06,3.93,32.58,46.07,17.42
PS2,2001,Racing,1.19,0.17,0.0,0.05,1.41,3.76,15.69,56.86,21.57,5.88
Wii,2009,Action,0.9,0.38,0.0,0.12,1.4,3.66,15.23,52.98,23.18,8.61
DS,2009,Action,0.65,0.42,0.0,0.11,1.18,3.66,15.23,52.98,23.18,8.61
X360,2009,Action,0.62,0.31,0.0,0.09,1.02,3.66,15.23,52.98,23.18,8.61
PS3,2009,Action,0.47,0.29,0.0,0.13,0.89,3.66,15.23,52.98,23.18,8.61
PSP,2009,Action,0.21,0.23,0.0,0.14,0.58,3.66,15.23,52.98,23.18,8.61
PC,2009,Action,0.02,0.03,0.0,0.01,0.05,3.66,15.23,52.98,23.18,8.61
GBA,2004,Platform,0.74,0.52,0.08,0.06,1.4,3.85,15.38,69.23,7.69,7.69
XOne,2014,Racing,0.5,0.78,0.01,0.11,1.4,4.22,40.06,48.54,7.89,3.51
X360,2014,Racing,0.35,0.37,0.0,0.06,0.78,4.22,40.06,48.54,7.89,3.51
NES,1991,Action,1.05,0.17,0.15,0.02,1.39,4.39,41.32,56.2,2.48,4.63
PS2,2005,Action,0.24,0.18,0.91,0.06,1.39,3.8,15.0,70.0,5.0,10.0
XB,2005,Action,0.04,0.01,0.0,0.0,0.05,3.8,15.0,70.0,5.0,10.0
X360,2013,Fighting,0.97,0.3,0.0,0.11,1.38,3.79,8.11,69.73,18.92,3.24
PS3,2013,Fighting,0.48,0.5,0.01,0.2,1.18,3.79,8.11,69.73,18.92,3.24
PS4,2013,Fighting,0.46,0.3,0.0,0.16,0.91,3.79,8.11,69.73,18.92,3.24
WiiU,2013,Fighting,0.09,0.08,0.0,0.02,0.19,3.79,8.11,69.73,18.92,3.24
PSV,2013,Fighting,0.09,0.0,0.0,0.03,0.13,3.79,8.11,69.73,18.92,3.24
3DS,2014,Platform,0.48,0.53,0.28,0.09,1.38,3.1,10.0,30.0,40.0,20.0
XOne,2013,Action,0.83,0.43,0.0,0.13,1.38,3.56,10.95,51.28,29.39,8.38
XOne,2015,Adventure,0.55,0.7,0.02,0.11,1.38,4.04,24.06,60.38,13.09,2.48
X360,2015,Adventure,0.18,0.11,0.0,0.03,0.32,4.04,24.06,60.38,13.09,2.48
PS,1998,Shooter,0.77,0.54,0.0,0.07,1.38,3.93,39.29,35.71,14.29,10.71
DS,2009,Action,1.26,0.02,0.0,0.1,1.38,3.71,13.312765957446809,71.43,28.57,13.104897959183674
Wii,2009,Action,0.59,0.03,0.0,0.05,0.66,3.71,15.906666666666668,71.43,28.57,11.28574074074074
PS2,2009,Action,0.21,0.16,0.0,0.05,0.43,3.71,25.080000000000002,71.43,28.57,9.527232142857143
X360,2009,Action,0.2,0.02,0.0,0.02,0.24,3.71,17.425405405405407,71.43,28.57,13.529627329192547
PS3,2009,Action,0.19,0.03,0.0,0.02,0.23,3.71,19.683666666666667,71.43,28.57,12.7073417721519
X360,2011,Shooter,0.76,0.47,0.02,0.12,1.37,4.36,50.86,38.74,8.42,1.98
PS3,2011,Shooter,0.5,0.59,0.07,0.22,1.37,4.36,50.86,38.74,8.42,1.98
PC,2011,Shooter,0.25,0.25,0.0,0.08,0.58,4.36,50.86,38.74,8.42,1.98
DS,2007,Role-Playing,0.33,0.41,0.54,0.1,1.37,3.43,4.76,61.9,19.05,14.29
PS2,2002,Shooter,0.67,0.52,0.0,0.17,1.36,3.34,6.9,34.48,51.72,6.9
XB,2002,Shooter,0.53,0.17,0.0,0.03,0.72,3.34,6.9,34.48,51.72,6.9
GC,2002,Shooter,0.11,0.03,0.0,0.0,0.14,3.34,6.9,34.48,51.72,6.9
PS3,2012,Action,0.51,0.6,0.0,0.25,1.35,3.66,12.31,56.92,23.08,7.69
X360,2012,Action,0.72,0.44,0.0,0.11,1.27,3.66,12.31,56.92,23.08,7.69
Wii,2012,Action,0.11,0.02,0.0,0.01,0.15,3.66,12.31,56.92,23.08,7.69
PS3,2008,Racing,0.43,0.65,0.02,0.25,1.35,3.8,15.91,56.82,22.73,4.55
XOne,2016,Shooter,0.78,0.44,0.0,0.12,1.35,3.9,18.45,60.67,17.23,3.66
Wii,2007,Adventure,1.22,0.03,0.0,0.09,1.35,0.0,6.3,100.0,34.202000000000005,19.625
PS2,2007,Adventure,0.11,0.09,0.0,0.03,0.23,0.0,30.090000000000003,100.0,15.73125,7.22625
Wii,2010,Action,0.85,0.27,0.13,0.1,1.34,3.28,4.65,51.16,27.91,16.28
X360,2011,Action,0.71,0.49,0.02,0.12,1.34,3.84,16.54,57.44,22.71,3.31
PS3,2011,Action,0.46,0.56,0.06,0.21,1.29,3.84,16.54,57.44,22.71,3.31
PC,2011,Action,0.16,0.45,0.0,0.13,0.74,3.84,16.54,57.44,22.71,3.31
PS3,2010,Racing,0.25,0.75,0.08,0.26,1.34,3.44,3.85,59.62,25.0,11.54
X360,2010,Racing,0.18,0.59,0.01,0.1,0.88,3.44,3.85,59.62,25.0,11.54
PC,2010,Racing,0.0,0.05,0.0,0.01,0.05,3.44,3.85,59.62,25.0,11.54
GC,2004,Platform,0.84,0.22,0.24,0.04,1.34,4.0,13.04,82.61,19.355625,4.35
X360,2006,Shooter,1.09,0.04,0.1,0.1,1.34,3.67,11.06,54.47,29.79,4.68
PC,2000,Strategy,1.32,0.02,0.0,0.0,1.34,4.36,57.65,32.57,3.91,5.86
PS2,2003,Shooter,0.65,0.51,0.0,0.17,1.34,4.43,56.55,36.35,3.9,3.2
XB,2003,Shooter,0.47,0.15,0.0,0.02,0.64,4.43,56.55,36.35,3.9,3.2
PC,2003,Shooter,0.0,0.02,0.0,0.0,0.03,4.43,56.55,36.35,3.9,3.2
X360,2010,Action,0.66,0.5,0.05,0.13,1.33,4.1,34.21,50.07,11.63,4.09
GC,2004,Shooter,0.87,0.35,0.07,0.04,1.33,4.41,53.75,38.75,5.0,2.5
DS,2009,Action,0.58,0.56,0.05,0.14,1.32,3.88,15.34,60.8,22.16,1.7
PSP,2009,Action,0.28,0.49,0.03,0.27,1.06,3.88,15.34,60.8,22.16,1.7
PC,2008,Role-Playing,0.01,0.13,0.0,1.18,1.32,4.43,63.32,25.39,6.9,4.39
PSV,2012,Action,0.53,0.48,0.06,0.24,1.32,3.15,3.72,36.17,45.74,14.36
PS,1997,Fighting,0.73,0.5,0.0,0.09,1.32,4.04,20.99,64.2,13.58,1.23
PS3,2011,Adventure,0.67,0.34,0.13,0.17,1.31,4.27,70.27,8.11,10.81,10.81
PS2,2005,Platform,0.78,0.45,0.0,0.07,1.31,3.92,17.12,64.38,15.07,3.42
GBA,2005,Platform,0.62,0.24,0.0,0.03,0.89,3.92,17.12,64.38,15.07,3.42
GC,2005,Platform,0.52,0.13,0.0,0.02,0.66,3.92,17.12,64.38,15.07,3.42
DS,2005,Platform,0.25,0.03,0.0,0.02,0.3,3.92,17.12,64.38,15.07,3.42
XB,2005,Platform,0.21,0.06,0.0,0.01,0.28,3.92,17.12,64.38,15.07,3.42
PS2,2002,Shooter,0.64,0.5,0.0,0.17,1.31,3.04,3.57,32.14,46.43,17.86
XB,2002,Shooter,0.39,0.14,0.0,0.02,0.55,3.04,3.57,32.14,46.43,17.86
GC,2002,Shooter,0.3,0.08,0.0,0.01,0.38,3.04,3.57,32.14,46.43,17.86
GBA,2002,Shooter,0.08,0.03,0.0,0.0,0.12,3.04,3.57,32.14,46.43,17.86
WiiU,2015,Platform,0.62,0.47,0.11,0.1,1.3,4.17,29.27,58.54,12.2,13.975555555555555
SNES,1995,Role-Playing,0.0,0.0,1.29,0.01,1.3,3.86,71.43,29.473333333333333,13.356250000000001,28.57
PS,1999,Role-Playing,0.56,0.38,0.28,0.08,1.3,4.0,25.0,50.0,25.0,6.229230769230769
GC,2002,Action,0.54,0.27,0.45,0.04,1.29,3.84,20.48,55.42,18.07,6.02
DS,2005,Role-Playing,0.74,0.05,0.43,0.07,1.29,4.07,25.68,63.51,6.76,4.05
PS,1999,Racing,1.07,0.16,0.0,0.04,1.28,4.05,25.64,58.97,12.82,2.56
PS2,2003,Action,0.63,0.49,0.0,0.16,1.28,3.87,23.76,53.14,16.5,6.6
PS2,2001,Action,0.62,0.49,0.0,0.16,1.28,4.4,68.25,19.05,5.13,7.57
PS,1997,Platform,0.58,0.4,0.21,0.08,1.27,4.37,62.38,24.36,7.13,6.14
Wii,2008,Misc,1.03,0.14,0.0,0.1,1.27,3.67,11.11,62.22,17.78,8.89
X360,2008,Misc,1.0,0.13,0.0,0.1,1.23,3.67,11.11,62.22,17.78,8.89
PS3,2008,Misc,0.73,0.15,0.0,0.11,0.99,3.67,11.11,62.22,17.78,8.89
PS2,2008,Misc,0.61,0.0,0.0,0.18,0.79,3.67,11.11,62.22,17.78,8.89
PC,2005,Simulation,1.22,0.05,0.0,0.0,1.27,3.9,15.0,70.0,10.0,5.0
PS3,2014,Role-Playing,0.4,0.33,0.4,0.15,1.27,4.05,34.69,45.77,14.43,5.1
X360,2014,Role-Playing,0.48,0.18,0.01,0.07,0.74,4.05,34.69,45.77,14.43,5.1
PC,2014,Role-Playing,0.08,0.08,0.0,0.01,0.17,4.05,34.69,45.77,14.43,5.1
3DS,2012,Action,0.48,0.35,0.36,0.07,1.27,4.32,61.04,23.38,9.09,6.49
X360,2008,Sports,1.0,0.16,0.0,0.11,1.27,3.22,5.41,54.05,18.92,21.62
PS3,2008,Sports,0.56,0.0,0.0,0.05,0.61,3.22,5.41,54.05,18.92,21.62
PS2,2008,Sports,0.34,0.01,0.0,0.06,0.41,3.22,5.41,54.05,18.92,21.62
PS4,2014,Action,0.45,0.47,0.17,0.18,1.27,3.89,23.16,54.11,17.16,5.58
PS3,2014,Action,0.14,0.12,0.27,0.05,0.59,3.89,23.16,54.11,17.16,5.58
XOne,2014,Action,0.15,0.11,0.0,0.02,0.29,3.89,23.16,54.11,17.16,5.58
X360,2014,Action,0.07,0.05,0.01,0.01,0.14,3.89,23.16,54.11,17.16,5.58
PC,2014,Action,0.0,0.01,0.0,0.0,0.01,3.89,23.16,54.11,17.16,5.58
PS3,2008,Role-Playing,0.71,0.19,0.24,0.13,1.27,4.07,32.82,49.36,13.74,4.07
X360,2011,Fighting,0.74,0.4,0.0,0.12,1.27,3.62,6.25,62.5,25.0,6.25
PS3,2011,Fighting,0.53,0.45,0.02,0.17,1.17,3.62,6.25,62.5,25.0,6.25
Wii,2011,Fighting,0.23,0.08,0.0,0.03,0.34,3.62,6.25,62.5,25.0,6.25
GC,2003,Platform,0.87,0.3,0.06,0.03,1.27,3.91,25.25,53.2,15.15,6.4
PC,2010,Sports,0.0,1.01,0.0,0.25,1.26,3.89,21.05,68.42,21.899545454545454,10.53
PS3,2008,Action,0.45,0.55,0.05,0.22,1.26,3.68,11.25,61.76,18.81,8.18
X360,2008,Action,0.53,0.42,0.01,0.11,1.07,3.68,11.25,61.76,18.81,8.18
Wii,2008,Action,0.13,0.27,0.0,0.05,0.45,3.68,11.25,61.76,18.81,8.18
DS,2008,Action,0.15,0.02,0.0,0.01,0.19,3.68,11.25,61.76,18.81,8.18
PC,2008,Action,0.0,0.06,0.0,0.01,0.08,3.68,11.25,61.76,18.81,8.18
PS3,2008,Shooter,0.94,0.16,0.02,0.13,1.25,3.75,25.0,50.0,12.5,12.5
PC,2002,Strategy,1.19,0.05,0.0,0.0,1.25,4.42,57.58,33.33,6.06,3.03
DS,2007,Action,0.49,0.62,0.0,0.14,1.25,3.7,18.42,40.79,36.84,3.95
PS2,2007,Action,0.31,0.0,0.0,0.53,0.85,3.7,18.42,40.79,36.84,3.95
PSP,2007,Action,0.22,0.27,0.0,0.16,0.66,3.7,18.42,40.79,36.84,3.95
PS3,2007,Action,0.09,0.32,0.0,0.1,0.51,3.7,18.42,40.79,36.84,3.95
Wii,2007,Action,0.43,0.03,0.0,0.04,0.5,3.7,18.42,40.79,36.84,3.95
X360,2007,Action,0.23,0.02,0.0,0.02,0.27,3.7,18.42,40.79,36.84,3.95
GBA,2007,Action,0.14,0.05,0.0,0.0,0.2,3.7,18.42,40.79,36.84,3.95
GC,2007,Action,0.11,0.03,0.0,0.0,0.14,3.7,18.42,40.79,36.84,3.95
PC,2007,Action,0.01,0.01,0.0,0.0,0.03,3.7,18.42,40.79,36.84,3.95
PS2,2005,Shooter,0.85,0.03,0.22,0.14,1.24,4.13,33.33,50.54,13.98,2.15
PS2,2001,Role-Playing,0.61,0.48,0.0,0.16,1.24,3.88,20.83,62.5,8.33,8.33
PS,1997,Platform,0.75,0.44,0.0,0.06,1.24,3.53,20.93,48.04,12.52,18.5
PS2,2004,Racing,0.6,0.47,0.0,0.16,1.23,3.16,3.53,37.65,44.71,14.12
XB,2004,Racing,0.36,0.38,0.0,0.03,0.76,3.16,3.53,37.65,44.71,14.12
PSP,2009,Action,0.43,0.47,0.05,0.28,1.23,3.6,6.85,57.53,30.14,5.48
X360,2012,Action,0.64,0.49,0.0,0.11,1.23,3.5,13.01,55.18,16.17,15.64
PS3,2012,Action,0.37,0.49,0.0,0.19,1.05,3.5,13.01,55.18,16.17,15.64
Wii,2012,Action,0.48,0.34,0.0,0.07,0.9,3.5,13.01,55.18,16.17,15.64
3DS,2012,Action,0.2,0.16,0.0,0.03,0.39,3.5,13.01,55.18,16.17,15.64
PSV,2012,Action,0.09,0.13,0.0,0.06,0.28,3.5,13.01,55.18,16.17,15.64
PC,2012,Action,0.07,0.13,0.0,0.03,0.22,3.5,13.01,55.18,16.17,15.64
DS,2012,Action,0.0,0.12,0.0,0.01,0.13,3.5,13.01,55.18,16.17,15.64
PS,1998,Racing,0.68,0.47,0.0,0.08,1.23,4.25,44.64,46.43,3.57,5.36
N64,1998,Racing,0.25,0.06,0.0,0.0,0.31,4.25,44.64,46.43,3.57,5.36
WiiU,2014,Action,0.58,0.42,0.13,0.1,1.23,3.76,8.89,62.22,26.67,2.22
NES,1986,Platform,0.54,0.06,0.62,0.01,1.23,4.06,23.56,63.79,10.34,2.3
GC,2004,Sports,0.58,0.16,0.46,0.03,1.22,3.98,20.0,66.67,8.89,4.44
PS2,2006,Racing,1.01,0.04,0.0,0.16,1.21,2.83,5.56,27.78,38.89,27.78
PSP,2006,Racing,0.72,0.28,0.0,0.2,1.2,2.83,5.56,27.78,38.89,27.78
GBA,2006,Racing,0.81,0.3,0.0,0.02,1.13,2.83,5.56,27.78,38.89,27.78
DS,2006,Racing,0.85,0.04,0.0,0.07,0.97,2.83,5.56,27.78,38.89,27.78
GC,2006,Racing,0.72,0.19,0.0,0.03,0.93,2.83,5.56,27.78,38.89,27.78
Wii,2006,Racing,0.83,0.03,0.0,0.07,0.92,2.83,5.56,27.78,38.89,27.78
X360,2006,Racing,0.22,0.01,0.0,0.02,0.25,2.83,5.56,27.78,38.89,27.78
XB,2006,Racing,0.15,0.04,0.0,0.01,0.2,2.83,5.56,27.78,38.89,27.78
PS2,2002,Platform,1.03,0.14,0.0,0.04,1.21,4.16,22.78,70.89,6.33,9.7125
PS4,2015,Sports,0.41,0.6,0.0,0.2,1.21,2.87,10.32,21.94,40.0,27.74
XOne,2015,Sports,0.32,0.22,0.0,0.05,0.59,2.87,10.32,21.94,40.0,27.74
PS3,2015,Sports,0.22,0.21,0.0,0.08,0.51,2.87,10.32,21.94,40.0,27.74
X360,2015,Sports,0.27,0.12,0.0,0.04,0.43,2.87,10.32,21.94,40.0,27.74
PS,2000,Action,0.34,0.49,0.28,0.1,1.21,4.22,34.78,57.39,5.22,2.61
PS3,2010,Fighting,0.42,0.46,0.15,0.18,1.21,3.98,17.86,66.43,13.57,2.14
X360,2010,Fighting,0.43,0.27,0.01,0.07,0.78,3.98,17.86,66.43,13.57,2.14
PS3,2007,Shooter,0.25,0.69,0.03,0.25,1.21,3.72,15.02,54.94,23.32,6.72
X360,2007,Shooter,0.45,0.52,0.01,0.12,1.1,3.72,15.02,54.94,23.32,6.72
PC,2007,Shooter,0.0,0.04,0.0,0.01,0.05,3.72,15.02,54.94,23.32,6.72
PS3,2009,Action,0.44,0.39,0.21,0.16,1.21,4.3,47.61,41.45,7.72,3.22
X360,2009,Action,0.51,0.25,0.09,0.08,0.93,4.3,47.61,41.45,7.72,3.22
PS2,2002,Action,0.59,0.46,0.0,0.15,1.2,3.51,10.17,40.68,44.07,5.08
XB,2002,Action,0.31,0.19,0.0,0.03,0.53,3.51,10.17,40.68,44.07,5.08
Wii,2007,Simulation,0.44,0.63,0.0,0.14,1.2,3.45,10.53,44.74,34.21,10.53
PSP,2007,Simulation,0.08,0.46,0.0,0.25,0.79,3.45,10.53,44.74,34.21,10.53
DS,2007,Simulation,0.62,0.04,0.0,0.06,0.71,3.45,10.53,44.74,34.21,10.53
PS2,2007,Simulation,0.3,0.01,0.0,0.05,0.37,3.45,10.53,44.74,34.21,10.53
PS3,2011,Racing,0.12,0.74,0.11,0.24,1.2,3.47,11.11,46.67,31.11,11.11
X360,2011,Racing,0.11,0.5,0.01,0.09,0.72,3.47,11.11,46.67,31.11,11.11
PC,2011,Racing,0.0,0.15,0.0,0.04,0.19,3.47,11.11,46.67,31.11,11.11
3DS,2011,Racing,0.07,0.08,0.0,0.02,0.16,3.47,11.11,46.67,31.11,11.11
PSV,2011,Racing,0.03,0.07,0.01,0.02,0.13,3.47,11.11,46.67,31.11,11.11
GC,2004,Strategy,0.48,0.13,0.56,0.03,1.2,4.39,55.22,34.33,7.46,2.99
WiiU,2014,Puzzle,0.53,0.38,0.19,0.09,1.19,4.09,22.73,64.2,12.5,0.57
PSP,2006,Action,0.38,0.35,0.38,0.08,1.18,3.53,5.13,57.69,29.49,7.69
DC,1999,Adventure,0.52,0.24,0.38,0.04,1.18,4.27,53.61,29.9,11.34,5.15
PS3,2012,Action,0.01,0.23,0.86,0.08,1.18,3.42,3.23,54.84,32.26,9.68
PS3,2012,Action,0.48,0.24,0.36,0.1,1.17,2.64,3.07,17.79,49.08,30.06
X360,2012,Action,0.55,0.14,0.03,0.06,0.77,2.64,3.07,17.79,49.08,30.06
PC,2012,Action,0.0,0.03,0.0,0.01,0.04,2.64,3.07,17.79,49.08,30.06
SNES,1993,Role-Playing,0.0,0.0,1.17,0.0,1.17,2.5,12.5,25.0,12.5,50.0
PS,1996,Racing,0.65,0.44,0.0,0.08,1.17,3.7,14.81,55.56,22.22,7.41
GBA,2004,Puzzle,0.68,0.25,0.21,0.02,1.17,3.62,3.45,68.97,20.69,6.9
PS,1997,Fighting,0.39,0.27,0.43,0.08,1.16,4.09,47.83,30.43,13.04,8.7
X360,2008,Platform,0.51,0.51,0.01,0.13,1.16,4.07,29.96,53.37,13.47,3.21
PS3,2008,Platform,0.31,0.58,0.02,0.22,1.13,4.07,29.96,53.37,13.47,3.21
N64,1999,Shooter,0.78,0.28,0.07,0.02,1.16,3.95,13.64,68.18,18.18,4.285
PSP,2007,Role-Playing,0.45,0.24,0.3,0.16,1.16,4.35,63.04,26.09,2.17,8.7
X360,2010,Shooter,0.54,0.5,0.0,0.12,1.16,3.0,4.85,32.16,41.85,21.15
PC,2010,Shooter,0.0,0.13,0.0,0.03,0.16,3.0,4.85,32.16,41.85,21.15
DS,2007,Platform,0.53,0.48,0.01,0.12,1.15,3.93,14.29,71.43,10.71,3.57
Wii,2008,Platform,0.59,0.31,0.15,0.1,1.15,3.93,42.86,28.57,17.86,10.71
PC,2012,Sports,0.0,0.95,0.0,0.21,1.15,3.85,25.93,55.56,7.41,11.11
PS4,2014,Sports,0.39,0.57,0.0,0.19,1.15,3.12,10.26,29.49,41.03,19.23
PS3,2014,Sports,0.36,0.29,0.0,0.13,0.78,3.12,10.26,29.49,41.03,19.23
X360,2014,Sports,0.38,0.2,0.0,0.06,0.64,3.12,10.26,29.49,41.03,19.23
XOne,2014,Sports,0.29,0.23,0.0,0.05,0.57,3.12,10.26,29.49,41.03,19.23
